title,address,advertiser,link,terrace,m2,rooms,price
Charmante 3-Zimmer Familienwohnung in Penzing,"1140 Wien, 14. Bezirk, Penzing",Dr. Max Huber GesmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/charmante-3-zimmer-familienwohnung-in-penzing-815969596/,,64.0,3.0,1045.56
Schöne 70m2 Wohnung 5. Bezirk mit moderner Küche und Garage inkl. Heizung und Warmwasser,"1050 Wien, 05. Bezirk, Margareten, Einsiedlergasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/schoene-70m2-wohnung-5-bezirk-mit-moderner-kueche-und-garage-inkl-heizung-und-warmwasser-2135132872/,,70.0,2.0,1320.0
Erstbezug - Modernes voll möbliertes Apartment mit ALL-IN Miete und Garten - anna8 | apartments,"1080 Wien, 08. Bezirk, Josefstadt, Feldgasse 9",MARAWI GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/erstbezug-modernes-voll-moebliertes-apartment-mit-all-in-miete-und-garten-anna8-apartments-1955816977/,"Terrasse, Garten",52.0,2.0,1799.0
Sonnige 3-Zimmerwohnung mit Weitblick und Traumküche im Marinatower - PROVISIONSFREI,"1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/sonnige-3-zimmerwohnung-mit-weitblick-und-traumkueche-im-marinatower-provisionsfrei-2119099676/,Balkon,76.0,3.0,2398.0
"Familien-Traum oder WG-Paradies: Moderne 4,5-Zimmer in zentraler Lage","1100 Wien, 10. Bezirk, Favoriten",Aprom Real Estate Group GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/familien-traum-oder-wg-paradies-moderne-4-5-zimmer-in-zentraler-lage-1567254416/,,87.0,4.0,1590.47
"Charmante, sonnige Wohnung mit West-Balkon - Hietzinger Cottaglage","1130 Wien, 13. Bezirk, Hietzing",Bieber Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/charmante-sonnige-wohnung-mit-west-balkon-hietzinger-cottaglage-808879892/,Balkon,62.0,2.0,1272.27
Praktisch gelegene 2-Zimmer-Wohnung,"1100 Wien, 10. Bezirk, Favoriten",Aprom Real Estate Group GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/praktisch-gelegene-2-zimmer-wohnung-1723277411/,,42.0,2.0,781.45
Wiener Wohnen Direktvergabe mit Vormerkschein,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Hollergasse 12/11",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/wiener-wohnen-direktvergabe-mit-vormerkschein-1456899497/,Garten,74.0,3.0,723.0
"Moderne, vollmöblierte Single/ Business-Wohnung, provisionsfrei","1030 Wien, 03. Bezirk, Landstraße, Fred-Zinnemann Platz 4/7/8",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/moderne-vollmoeblierte-single-business-wohnung-provisionsfrei-1481867056/,Loggia,40.0,2.0,1200.0
Direktvergabe Gemeindewohnung- nur mit Wiener-Wohn Ticket,"1050 Wien, 05. Bezirk, Margareten, Siebenbrunnenfeldgasse 26-30/17/16",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/direktvergabe-gemeindewohnung-nur-mit-wiener-wohn-ticket-1205437738/,,39.0,2.0,433.18
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Edith Kramer Weg 11","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768501027/,"Balkon, Loggia",51.0,2.0,839.96
Zwischenmiete - Klassische Altbauwohnung im Servitenviertel,"1090 Wien, 09. Bezirk, Alsergrund",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/zwischenmiete-klassische-altbauwohnung-im-servitenviertel-1813864079/,,55.0,2.0,1500.0
DIE ZIMMEREI | Modernes 2-Zimmer-Apartment im 2. Bezirk inkl. Social Life + Dachterrasse! | XL Bude,"1020 Wien, 02. Bezirk, Leopoldstadt, Vorgartenstraße 204",Die Zimmerei,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/die-zimmerei-modernes-2-zimmer-apartment-im-2-bezirk-inkl-social-life-dachterrasse-xl-bude-1541466480/,"Balkon, Dachterrasse",54.0,2.0,1325.0
Die ZIMMEREI | Zentral + komfortabel: Möbliertes 2-Zimmer-Apartment im 2. Bezirk | XL Bude,"1020 Wien, 02. Bezirk, Leopoldstadt, Vorgartenstraße 204",Die Zimmerei,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/die-zimmerei-zentral-komfortabel-moebliertes-2-zimmer-apartment-im-2-bezirk-xl-bude-788473506/,"Balkon, Dachterrasse",50.0,2.0,1325.0
NEU ++ DG-TRAUM mit 5 Zimmer & Terrasse +++ Raimundgasse,"1020 Wien, 02. Bezirk, Leopoldstadt",AR AUSTREAL Immobilien e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/neu-dg-traum-mit-5-zimmer-terrasse-raimundgasse-1534385552/,Terrasse,157.0,5.0,3449.0
Zwischenmiete - Klassische Altbauwohnung im Servitenviertel,"1090 Wien, 09. Bezirk, Alsergrund",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/zwischenmiete-klassische-altbauwohnung-im-servitenviertel-1813864079/,,55.0,2.0,1500.0
DIE ZIMMEREI | Modernes 2-Zimmer-Apartment im 2. Bezirk inkl. Social Life + Dachterrasse! | XL Bude,"1020 Wien, 02. Bezirk, Leopoldstadt, Vorgartenstraße 204",Die Zimmerei,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/die-zimmerei-modernes-2-zimmer-apartment-im-2-bezirk-inkl-social-life-dachterrasse-xl-bude-1541466480/,"Balkon, Dachterrasse",54.0,2.0,1325.0
Die ZIMMEREI | Zentral + komfortabel: Möbliertes 2-Zimmer-Apartment im 2. Bezirk | XL Bude,"1020 Wien, 02. Bezirk, Leopoldstadt, Vorgartenstraße 204",Die Zimmerei,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/die-zimmerei-zentral-komfortabel-moebliertes-2-zimmer-apartment-im-2-bezirk-xl-bude-788473506/,"Balkon, Dachterrasse",50.0,2.0,1325.0
NEU ++ DG-TRAUM mit 5 Zimmer & Terrasse +++ Raimundgasse,"1020 Wien, 02. Bezirk, Leopoldstadt",AR AUSTREAL Immobilien e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/neu-dg-traum-mit-5-zimmer-terrasse-raimundgasse-1534385552/,Terrasse,157.0,5.0,3449.0
DIE ZIMMEREI | Modernes 2-Zimmer-Apartment im 2. Bezirk inkl. Social Life + Fitnessstudio! | XL Bude,"1020 Wien, 02. Bezirk, Leopoldstadt, Vorgartenstraße 204",Die Zimmerei,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/die-zimmerei-modernes-2-zimmer-apartment-im-2-bezirk-inkl-social-life-fitnessstudio-xl-bude-1296840256/,Balkon,43.0,2.0,1100.0
"DIE ZIMMEREI | 1-Zimmer-Wohlfühl-Apartment, top Anbindung für Studierende/Auszubildende | Large Bude","1020 Wien, 02. Bezirk, Leopoldstadt, Vorgartenstraße 204",Die Zimmerei,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/die-zimmerei-1-zimmer-wohlfuehl-apartment-top-anbindung-fuer-studierende-auszubildende-large-bude-791121226/,Balkon,26.0,1.0,790.0
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Edith Kramer Weg 11","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768494042/,Balkon,54.0,2.0,870.24
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Edith Kramer Weg 11","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768494045/,Balkon,55.0,2.0,879.29
SUNSHINE LIVE - 2 Zimmer WHG mit Loggia,"1030 Wien, 03. Bezirk, Landstraße, Kölblgasse",IMMO - LEBEN OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/sunshine-live-2-zimmer-whg-mit-loggia-1394062540/,Loggia,52.0,2.0,1150.0
Ein-Zimmer-Wohnung sofort zu vermieten,"1200 Wien, 20. Bezirk, Brigittenau, Dresdner Straße 15",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/ein-zimmer-wohnung-sofort-zu-vermieten-2007039827/,Balkon,35.0,1.0,739.99
Vollmöblierte Wohnung Nähe Floridsdorf,"1210 Wien, 21. Bezirk, Floridsdorf",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/vollmoeblierte-wohnung-naehe-floridsdorf-1349144875/,Balkon,70.0,2.0,1200.0
"Wunderschöne DG Wohnung mit zwei Terrassen, Privat","1020 Wien, 02. Bezirk, Leopoldstadt, Walcherstraße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/wunderschoene-dg-wohnung-mit-zwei-terrassen-privat-1779438657/,,97.0,,2400.0
"Short time rent! Gartenseitige EG-Wohnung mit 1 Schlafzimmer. Teilmöbliert mit Küchenutensilien, Kurzzeitvermietung.","1230 Wien, 23. Bezirk, Liesing, Nähe Ecke Endresstraße/Maurer Lange Gasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/short-time-rent-gartenseitige-eg-wohnung-mit-1-schlafzimmer-teilmoebliert-mit-kuechenutensilien-kurzzeitvermietung-1553418773/,"Terrasse, Garten",78.0,2.0,730.0
Herrschaftliche Altbauwohnung in der Innenstadt,"1010 Wien, 01. Bezirk, Innere Stadt",Brunhilde Körbler Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/herrschaftliche-altbauwohnung-in-der-innenstadt-1171995152/,,166.0,4.0,4519.93
SCHELLINGGASSE: ELEGANTE 3-ZIMMER-ALTBAUWOHNUNG (GENERALSANIERTER ERSTBEZUG),"1010 Wien, 01. Bezirk, Innere Stadt, Schellinggasse",Deutsch Realitäten e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/schellinggasse-elegante-3-zimmer-altbauwohnung-generalsanierter-erstbezug-1511172617/,,134.0,,2350.0
"(reserviert) Gemeindewohnung 1210 Wien (Ruthnergasse), 2 Zimmer - Vormerkschein Stichtag 31.10.2024","1210 Wien, 21. Bezirk, Floridsdorf, Ruthnergasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/gemeindewohnung-1210-wien-ruthnergasse-2-zimmer-vormerkschein-stichtag-31-10-2024-1805903422/,Balkon,57.0,2.0,
"Family apartment + parking - full FURNISHED, ALL INKL","1190 Wien, 19. Bezirk, Döbling, Sieveringerstrasse 110",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/family-apartment-parking-full-furnished-all-inkl-1866942083/,,85.0,3.0,2250.0
ruhige MIETWOHNUNG Schloss Neugebäude barrierefrei UNMÖBLIERT,"1110 Wien, 11. Bezirk, Simmering, Meidlgasse 41",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/ruhige-mietwohnung-schloss-neugebaeude-barrierefrei-unmoebliert-1769667348/,,56.0,2.0,750.0
Helle 5 - Zimmer Wohnung in zentraler Lage - Schönbrunner Straße - Margaretenplatz!,"1050 Wien, 05. Bezirk, Margareten",Mildner Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/helle-5-zimmer-wohnung-in-zentraler-lage-schoenbrunner-strasse-margaretenplatz-1340121890/,,144.0,5.0,2100.0
Gemeindewohnung Direktvergabe Vormerkschein vor 30.09.2024,"1100 Wien, 10. Bezirk, Favoriten",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/gemeindewohnung-direktvergabe-vormerkschein-vor-30-09-2024-1195305098/,,43.0,2.0,457.0
PRACHTVOLLE INNENSTADT-ALTBAUWOHNUNG,"1010 Wien, 01. Bezirk, Innere Stadt",Dr. Alexandra Gabriel Realitätenvermittlungs GesmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/prachtvolle-innenstadt-altbauwohnung-1433947972/,,197.0,4.0,4995.0
Traumhaft sanierte Altbauwohnung,"1010 Wien, 01. Bezirk, Innere Stadt, Predigergasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/traumhaft-sanierte-altbauwohnung-2084536837/,,142.0,4.0,3093.75
PRIVAT - 2 Zimmer Wohnung,"1120 Wien, 12. Bezirk, Meidling, Wilhelmstraße 3",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/privat-2-zimmer-wohnung-1246546619/,,66.0,2.0,850.0
Moderne Erdgeschosswohnung mit privatem Innenhof,"1160 Wien, 16. Bezirk, Ottakring",HESTIA ESTATE GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/moderne-erdgeschosswohnung-mit-privatem-innenhof-881539089/,Terrasse,55.0,2.0,990.13
** EXKLUSIVE STADTWOHNUNG AM TIEFEN GRABEN - 1010 WIEN **,"1010 Wien, 01. Bezirk, Innere Stadt",Immo Dealer,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/-exklusive-stadtwohnung-am-tiefen-graben-1010-wien-1072025704/,,45.0,2.0,1650.0
Gartenwohnung,"1220 Wien, 22. Bezirk, Donaustadt",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gartenwohnung-1687645233/,"Terrasse, Garten",49.0,2.0,859.0
(reserviert) Nachmieter für eine 2 Zimmer-Wohnung ab December gesucht!!!,"1220 Wien, 22. Bezirk, Donaustadt, Hirschstettnerstraße 61,1,59",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/nachmieter-fuer-eine-2-zimmer-wohnung-ab-december-gesucht-2020879630/,Balkon,47.0,2.0,
"(reserviert) zu vermieten in Wien 19 (Wohnung, Miete, Haus)","1190 Wien, 19. Bezirk, Döbling, Heiligenstädter Straße 76",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/zu-vermieten-in-wien-19-wohnung-miete-haus-1943265672/,,62.0,2.0,
TERRASSENMAISONETTE IN MODERNEM DESIGN - NÄHE NATIONALBANK-VOTIVKIRCH,"1090 Wien, 09. Bezirk, Alsergrund",Dr. Alexandra Gabriel Realitätenvermittlungs GesmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/terrassenmaisonette-in-modernem-design-naehe-nationalbank-votivkirch-1205240257/,"Terrasse, Wintergarten",198.0,4.0,4180.71
"Privat , elegant ruhige Grünlage Mietwohnung 1220Wien/ Pilotengasse","1220 Wien, 22. Bezirk, Donaustadt, Pilotengasse 118",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/privat-elegant-ruhige-gruenlage-mietwohnung-1220wien-pilotengasse-726113468/,Balkon,53.0,2.0,870.0
2 Zimmer Wohnung in 3 Bezirk,"1030 Wien, 03. Bezirk, Landstraße, Eslarngasse 18",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/2-zimmer-wohnung-in-3-bezirk-1275201946/,,65.0,2.0,950.0
4 Zimmer-ERSTBEZUG - VILLENLAGE,"1190 Wien, 19. Bezirk, Döbling",Immobilien REIMER,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/4-zimmer-erstbezug-villenlage-1257613472/,Loggia,121.0,4.0,2190.37
(reserviert) Direktvergabe Gemeindewohnung Botschaftsviertel!!,"1030 Wien, 03. Bezirk, Landstraße, Am Modenapark",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/direktvergabe-gemeindewohnung-botschaftsviertel-1838735550/,,30.0,1.0,
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 72","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189600/,Balkon,74.0,3.0,1435.61
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 70","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189540/,Balkon,60.0,2.0,938.49
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Edith Kramer Weg 11","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189565/,"Balkon, Loggia",67.0,2.0,1066.88
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 70","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189562/,Terrasse,93.0,3.0,1406.3
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 70","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189560/,Loggia,63.0,2.0,1001.59
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 72","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189548/,Loggia,55.0,2.0,1074.66
Sonnige Dachterrassenmaisonette privat zu vermieten,"1010 Wien, 01. Bezirk, Innere Stadt",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/sonnige-dachterrassenmaisonette-privat-zu-vermieten-843143884/,,162.0,,4400.0
Top sanierte Wohnung in historischem Gründerzetigebäude,"1180 Wien, 18. Bezirk, Währing",Gewerblicher Anbieter,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/top-sanierte-wohnung-in-historischem-gruenderzetigebaeude-674835338/,,133.0,4.0,2200.0
THE FIZZ Brigittenau,"1200 Wien, 20. Bezirk, Brigittenau, Dresdner Straße 107",International Campus Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/the-fizz-brigittenau-645899003/,,18.0,,924.0
"Voll möblierte ruhige Wohnung, 1140 Wien - ideal für MusikerIn","1140 Wien, 14. Bezirk, Penzing, Penzinger Straße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/voll-moeblierte-ruhige-wohnung-1140-wien-ideal-fuer-musikerin-2117937162/,,67.0,2.0,965.0
2 Zimmerwohnung mit Einbauküche und kleinem Balkon,"1120 Wien, 12. Bezirk, Meidling, Dunklergasse 19",MCR Immobilien e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/2-zimmerwohnung-mit-einbaukueche-und-kleinem-balkon-1763451497/,Balkon,51.0,2.0,958.06
Ruhige Luxus-Altbauwohnung mit zwei Loggien und Grünblick,"1070 Wien, 07. Bezirk, Neubau",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/ruhige-luxus-altbauwohnung-mit-zwei-loggien-und-gruenblick-1125700366/,"Balkon, Loggia",240.0,7.0,4984.1
Co-Working-Space/Nähe Prater,"1020 Wien, 02. Bezirk, Leopoldstadt",Mag. Andrea Jäger,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/co-working-space-naehe-prater-1432260942/,,150.0,,87.0
Gemeinde wohnung,"1100 Wien, 10. Bezirk, Favoriten, Kennergasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/gemeinde-wohnung-656612831/,,35.0,,380.0
"Singlewohnung, hell und neu renoviert - ab sofort","1030 Wien, 03. Bezirk, Landstraße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/singlewohnung-hell-und-neu-renoviert-ab-sofort-1064031558/,Loggia,35.0,1.0,690.0
Im Servitenviertel helle und ruhige Wohnung zu vermieten,"1090 Wien, 09. Bezirk, Alsergrund, Seegasse 2",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/im-servitenviertel-helle-und-ruhige-wohnung-zu-vermieten-972033240/,,60.0,2.0,1150.0
"Stylisch eingerichtetes, klimatisiertes Stadtappartement mit West-Balkon beim Rathaus!","1080 Wien, 08. Bezirk, Josefstadt",Bieber Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/stylisch-eingerichtetes-klimatisiertes-stadtappartement-mit-west-balkon-beim-rathaus-1238278809/,Balkon,65.0,2.0,1490.0
Gemeinde wohnung,"1100 Wien, 10. Bezirk, Favoriten, Kennergasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/gemeinde-wohnung-656612831/,,35.0,,380.0
"Singlewohnung, hell und neu renoviert - ab sofort","1030 Wien, 03. Bezirk, Landstraße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/singlewohnung-hell-und-neu-renoviert-ab-sofort-1064031558/,Loggia,35.0,1.0,690.0
Im Servitenviertel helle und ruhige Wohnung zu vermieten,"1090 Wien, 09. Bezirk, Alsergrund, Seegasse 2",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/im-servitenviertel-helle-und-ruhige-wohnung-zu-vermieten-972033240/,,60.0,2.0,1150.0
"Stylisch eingerichtetes, klimatisiertes Stadtappartement mit West-Balkon beim Rathaus!","1080 Wien, 08. Bezirk, Josefstadt",Bieber Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/stylisch-eingerichtetes-klimatisiertes-stadtappartement-mit-west-balkon-beim-rathaus-1238278809/,Balkon,65.0,2.0,1490.0
Luxus-Wohnung mit Westterrasse - Alt-Hietzinger Bestlage! Gartennutzung,"1130 Wien, 13. Bezirk, Hietzing",Bieber Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/luxus-wohnung-mit-westterrasse-alt-hietzinger-bestlage-gartennutzung-1545976964/,"Terrasse, Garten",75.0,2.0,1584.72
(reserviert) Room for international student,"1100 Wien, 10. Bezirk, Favoriten",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/room-for-international-student-1219337297/,,20.0,3.0,
wg Zimmer in Laxenburgerburg,"1100 Wien, 10. Bezirk, Favoriten, Laxenburgerstraße 52",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/wg-zimmer-in-laxenburgerburg-1801905597/,,120.0,,520.0
3-Zimmer__Unbefristet-RENOVIERT U4 Pilgramgasse,"1060 Wien, 06. Bezirk, Mariahilf, Spörlingasse 6",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/3-zimmer-unbefristet-renoviert-u4-pilgramgasse-879210339/,,84.0,3.0,1465.0
Vermietung - Wohnung,"1070 Wien, 07. Bezirk, Neubau, Halbgasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/vermietung-wohnung-1316887890/,Garten,89.0,3.0,1400.0
Gemeinde Wohnung zu vermieten,"1230 Wien, 23. Bezirk, Liesing, Braendstroemgasse 1/18/17",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/gemeinde-wohnung-zu-vermieten-1772184612/,,55.0,3.0,502.0
2- Zimmerwohnung nur mit wohnticket 2000€ ablöse,"1200 Wien, 20. Bezirk, Brigittenau, Klosterneuburgerstrasse 99-105",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/2-zimmerwohnung-nur-mit-wohnticket-2000-euro-abloese-1490228131/,,77.0,2.0,780.0
Schöne 2-Zimmer Wohnung,"1120 Wien, 12. Bezirk, Meidling",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/schoene-2-zimmer-wohnung-957609822/,,50.0,2.0,990.0
(reserviert) Moderne Wohnung in ruhiger Lage mit großzügiger Loggia und Tiefgaragenplatz (in Simmering),"1110 Wien, 11. Bezirk, Simmering",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/moderne-wohnung-in-ruhiger-lage-mit-grosszuegiger-loggia-und-tiefgaragenplatz-in-simmering-1302448396/,"Balkon, Loggia",75.0,3.0,
PROVISIONSFREIE 10 ppx Wohnung - Direkt bei U1 Rennbahnweg - Kurzzeit-Miete mit FLEXIBLER MIETDAUER!,"1220 Wien, 22. Bezirk, Donaustadt, Rennbahnweg 40",Nowak Group GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/provisionsfreie-10-ppx-wohnung-direkt-bei-u1-rennbahnweg-kurzzeit-miete-mit-flexibler-mietdauer-978491266/,,70.0,2.0,2490.0
Sanierte Wohnung für zwei MedizinstudentInnen in perfekter Lage (Erstbezug) - Beschreibung lesen,"1180 Wien, 18. Bezirk, Währing, Theresiengasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/sanierte-wohnung-fuer-zwei-medizinstudentinnen-in-perfekter-lage-erstbezug-beschreibung-lesen-978750611/,Balkon,75.0,3.0,1547.4
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 70","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-767818089/,Terrasse,104.0,4.0,2151.95
